ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Expense Rate,Research and development expense rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Per Share Net profit before tax (Yuan ¥),Total Asset Growth Rate,Debt ratio %,Net worth/Assets,Net profit before tax/Paid-in capital,Total Asset Turnover,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Current Liability,Current Liabilities/Liability,Long-term Liability to Current Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Cash Turnover Rate,Current Liability to Liability,Cash Flow to Total Assets,CFO to Assets,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,Equity to Liability,Bankrupt?
0.549943938,0.614478849,0.602280636,1.732812812812813e-14,1.3814228456913827e-14,0.0,0.066504707,0.312924023,0.312924023,0.312924023,0.287888815,0.234540935,0.7597597597597573,0.053269644,0.946730356,0.232440992,0.139430285,0.8948948948948949,2.7427777777777776e-13,0.027258065,2.2906687565308254e-13,0.924185753,0.727529838,0.817576383,0.228469475,2.1545480829015544e-12,0.057960364,0.399000735,1.0294950554994953e-12,0.990060229,0.0,2.47806e-14,1.2528600000000124e-14,1.88992e-14,0.990060229,0.645221757,0.670366844,0.010934639,0,0.841986502,4.4474063136456673e-13,0.072298138,0
0.484132014,0.556203663,0.538519193,1.569831831831832e-13,0.0,3.182141414141414e-13,0.0,0.182293203,0.182293203,0.182293203,0.221234755,0.175491451,0.0645645645645552,0.061764973,0.938235027,0.174489103,0.00149925,0.026826826826826827,0.06056056056056056,0.009032258,1.5545681295715778e-11,0.757606702,0.051555854,0.103869824,0.003233061,6.842373056994819e-14,0.025561618,0.350274924,1.0438086781029264e-12,0.374495392,3.9574177148846965e-12,4.313907e-13,2.1962490000000217e-13,3.2735600000000004e-14,0.374495392,0.642850683,0.584570189,0.036927361,0,0.809593746,1.02110050916498e-12,0.06245532,0
0.658947984,0.723778892,0.700679908,0.6756756756756757,0.30260521042084165,0.0,0.137665756,0.287893473,0.287893473,0.287893473,0.34272478,0.290728327,1.3613613613613856e-16,0.046739426,0.953260574,0.289193877,0.197901049,1.247047047047047e-14,2.587540540540541e-13,0.033709677,2.4875757575757577e-13,0.969336106,0.862825484,0.959074015,0.665927884,7.15814445595855e-12,0.050790777,0.414953397,1.289082240161453e-12,0.979265037,0.0,2.26375e-14,1.0843700000000108e-14,4.31862e-14,0.979265037,0.823335784,0.684045197,0.008111799,0,0.891388563,3.205495926680277e-13,0.082086962,0
0.575001219,0.628870475,0.611810054,0.07027027027027027,0.1713426853707415,0.0,0.218139488,0.191648055,0.191648055,0.191648055,0.246383663,0.202154101,0.7247247247247219,0.054599873,0.945400127,0.201183923,0.173913043,1.2413013013013013e-14,3.656027027027027e-13,0.033064516,2.6663103448275864e-13,0.867371273,0.472624563,0.599628559,0.051128369,5.103529533678757e-13,0.054731961,0.372612561,1.3269844601412715e-12,0.913096167,0.0,1.38062e-14,1.1832000000000134e-15,0.335,0.913096167,0.64484844,0.623841623,0.014128138,0,0.850898421,2.0852199592668238e-13,0.070575118,0
0.35655438,0.323648059,0.359815836,6.563153153153153e-14,5.447424849699398e-14,0.0,0.0,0.142640428,0.142640428,0.142640428,0.197031294,0.156285305,0.3843843843843782,0.037760377,0.962239623,0.155697157,0.044977511,0.15315315315315314,3.468984984984985e-13,0.014354839,2.161828631138976e-14,0.974428388,0.528081823,0.890744716,0.051340745,1.1511292227979276e-12,0.024101085,0.31483927,7.81153400605449e-12,0.56277643,0.0,6.63755e-14,2.9634200000000294e-14,1.00715e-14,0.56277643,0.643146594,0.530323672,0.00403784,0,0.646034343,2.0978818737271088e-14,0.100543284,0
0.475162092,0.536306149,0.524599818,0.8348348348348348,0.011523046092184368,3.677131313131313e-13,0.346087661,0.187054907,0.187054907,0.187054907,0.216034792,0.171348949,0.05445445445444498,0.051667322,0.948332678,0.17039439,0.215892054,6.923763763763764e-14,2.9623813813813813e-13,0.039193548,2.2935579937304076e-13,0.905939523,0.730467175,0.738209289,0.176034899,1.7792580310880827e-12,0.054045783,0.372563817,3.5140605449041373e-13,0.949629401,2.7457232704402513e-14,1.2023000000000002e-14,2.4681000000000245e-15,0.8300000000000001,0.949629401,0.683572088,0.620802999,0.011298496,0,0.79820389,4.183655804480694e-14,0.074502788,0
0.508214303,0.562799826,0.558220461,1.5371871871871873e-14,0.23947895791583165,0.0,0.177548335,0.179596309,0.179596309,0.179596309,0.223976553,0.179332681,0.6286286286286249,0.073344015,0.926655985,0.17835759,0.11994003,1.4440440440440442e-14,4.2179079079079076e-14,0.026935484,5.178467084639499e-13,0.826434332,0.395255091,0.46395555,0.089844104,8.329218652849742e-13,0.058966458,0.360843413,7.158537840565086e-13,0.7432405,0.0,1.4735e-14,2.9571000000000306e-15,0.804,0.7432405,0.652823333,0.613905846,0.019711042,0,0.814966318,9.53556008146649e-14,0.052508495,0
0.581241164,0.636720454,0.622196049,0.986986986986987,0.6482965931863728,0.0,0.182812026,0.210273482,0.210273482,0.210273482,0.264158079,0.218046245,0.7107107107107078,0.080599813,0.919400187,0.217132946,0.233883058,1.9451551551551552e-14,3.305418418418419e-13,0.045322581,1.3606509926854754e-13,0.868065923,0.600403452,0.662518201,0.193120855,1.4432495336787566e-12,0.073263771,0.357432871,5.907632694248234e-13,0.845365792,0.0,1.09471e-14,3.709000000000045e-16,0.932,0.845365792,0.646872749,0.609408367,0.017161836,0,0.855736063,2.2295132382892287e-13,0.047641398,0
0.581338663,0.644406891,0.633706301,2.1958158158158157e-14,1.439258517034068e-14,2.959888888888889e-13,0.095252556,0.216762884,0.216762884,0.216762884,0.264347168,0.217669654,0.08398398398397482,0.066178916,0.933821084,0.212902496,0.166416792,0.6156156156156156,2.6731131131131135e-14,0.033870968,3.172208986415883e-13,0.850151248,0.383809664,0.592120562,0.176930351,1.3503091191709847e-12,0.071731604,0.366851918,1.5506053481331989e-12,1.0,0.0,1.51806e-14,0.9959999999999998,1.2789e-14,1.0,0.678883179,0.622690296,0.018808392,0,0.855711484,7.17064154786158e-14,0.058282769,0
0.487690733,0.541266899,0.539696986,1.088068068068068e-14,0.032364729458917836,2.505303030303031e-13,0.266120053,0.172727656,0.172727656,0.172727656,0.217074785,0.172855314,0.642642642642639,0.129576443,0.870423557,0.171895031,0.110944528,1.1131631631631631e-14,1.4463563563563564e-14,0.03,1.3024296760710555e-12,0.792961661,0.395919545,0.515030432,0.184364934,9.019074611398964e-13,0.11217476,0.343282595,6.011239152371342e-13,0.819047778,1.6859748427672956e-13,1.82244e-14,4.318300000000045e-15,1.8082600000000002e-14,0.819047778,0.670081407,0.575656901,0.033915493,0,0.800517729,1.5777494908350468e-13,0.028623493,0
0.445863599,0.5,0.490604422,0.8308308308308309,0.08336673346693386,4.2226464646464644e-13,0.0,0.21077915,0.21077915,0.21077915,0.183795027,0.146117346,0.6936936936936906,0.169362397,0.830637603,0.145132343,0.142428786,3.220890890890891e-14,4.914584584584585e-14,0.040322581,8.912721003134796e-13,0.7767019,0.434070233,0.463658356,0.081910704,3.9216031088082904e-13,0.114629195,0.328244783,2.072185671039354e-13,0.641796496,1.4324841719077569e-12,1.27537e-14,2.4463000000000256e-15,0.644,0.641796496,0.655992425,0.496821762,0.038477077,0,0.774197551,2.1775162932790447e-13,0.021061351,0
0.504850583,0.573539032,0.561967985,0.7387387387387387,0.1903807615230461,6.202636363636363e-13,0.0,0.173191185,0.173191185,0.173191185,0.225961993,0.178202907,0.8338338338338321,0.140460138,0.859539862,0.176080235,0.245877061,4.838988988988989e-14,2.7723103103103106e-13,0.067419355,3.256717868338558e-13,0.838800129,0.632981833,0.669802219,0.095462578,4.835920207253886e-13,0.108309635,0.329782199,2.9071533804238146e-13,0.729658574,4.236493710691824e-13,1.11919e-14,1.082700000000011e-15,0.465,0.729658574,0.659313688,0.515075414,0.025185116,0,0.813019345,9.897240325865682e-14,0.026137621,0
0.487544484,0.548353685,0.534289844,0.08888888888888889,0.0,6.919888888888889e-13,0.327664743,0.173865408,0.173865408,0.173865408,0.218114777,0.17428636,0.734734734734732,0.198718143,0.801281857,0.173312722,0.544227886,3.1673373373373374e-14,2.3187148148148147e-12,0.180967742,2.973834900731453e-14,0.832458721,0.804469377,0.969031584,0.037315075,9.897212435233161e-14,0.207298675,0.333772967,4.762354187689203e-13,1.0,0.0,0.639,0.5619999999999955,0.0784,1.0,0.642807496,0.520682799,0.033454105,0,0.799518905,6.828930753564224e-14,0.017380599,0
0.511236777,0.559965111,0.569141817,0.5415415415415415,0.049298597194388775,2.949787878787879e-13,0.0,0.177362943,0.177362943,0.177362943,0.225867448,0.178730135,0.6606606606606572,0.158055446,0.841944554,0.176464822,0.122938531,0.8528528528528528,1.1358858858858858e-14,0.037580645,2.1791476489028216e-12,0.754865103,0.19775021,0.363638609,0.053417509,2.70380414507772e-13,0.108398426,0.350572298,7.98213118062563e-13,0.649497299,1.3024881551362683e-12,1.12583e-14,0.611999999999996,0.47700000000000004,0.649497299,0.637345948,0.615251857,0.046275497,0,0.810477766,3.456048879837103e-13,0.022833782,0
0.558377614,0.614151766,0.613790888,2.4805705705705705e-14,2.3069038076152305e-14,0.6161616161616161,0.0,0.236736758,0.236736758,0.236736758,0.263874445,0.211870151,4.675175175175222e-15,0.123409015,0.876590985,0.208393032,0.266866567,2.562942942942943e-14,7.390808808808809e-13,0.055483871,7.622612330198537e-14,0.865561326,0.774317097,0.838876049,0.586277519,2.4720044559585492e-12,0.13022315,0.368431894,3.7050484359233097e-13,0.999568336,0.0,1.62127e-14,5.455200000000053e-15,3.1871800000000005e-14,0.999568336,0.782863259,0.676202678,0.024198798,0,0.832534823,1.5038778004073476e-13,0.030213543,0
0.496465656,0.551133886,0.55158199,0.7187187187187187,0.0748496993987976,5.859171717171718e-13,0.035226237,0.181703257,0.181703257,0.181703257,0.218303867,0.174060405,0.06576576576575642,0.090092814,0.909907186,0.173086494,0.061469265,1.0882982982982984e-14,0.5455455455455456,0.018225806,3.4969349007314524e-12,0.772780552,0.1690341,0.243533882,0.053945235,5.726677720207254e-13,0.051435055,0.347198355,7.841862764883955e-13,0.529467972,1.8878535639412995e-12,1.56662e-14,1.1558000000000114e-15,0.9590000000000001,0.529467972,0.628299943,0.584006133,0.032550651,0,0.804677503,1.7819188391038881e-12,0.042426418,0
0.524740409,0.579426515,0.567642807,0.44644644644644643,0.044188376753507015,2.7881616161616163e-13,0.21945541,0.187686992,0.187686992,0.187686992,0.244114588,0.200120509,0.9239239239239231,0.187229797,0.812770203,0.199185582,0.457271364,4.4908808808808813e-14,2.4444194194194194e-13,0.13016129,3.2575579937304073e-13,0.801463169,0.743060079,0.80550535,0.36883045,1.056919689119171e-12,0.191835622,0.360803254,2.42917053481332e-13,0.980752017,0.0,0.7020000000000001,0.6929999999999968,1.00462e-14,0.980752017,0.730476707,0.685994765,0.037229982,0,0.820835093,4.3700193482688837e-13,0.018686613,0
0.544825233,0.548244658,0.604796831,2.430800800800801e-14,0.0,2.353767676767677e-13,0.02267436,0.16476339,0.16476339,0.16476339,0.22312565,0.174738269,6.066366366366427e-15,0.201076277,0.798923723,0.173516326,0.136431784,9.293533533533534e-14,0.8098098098098098,0.047419355,3.659881086729363e-12,0.655300506,0.037257605,0.04922667,0.020901175,9.292528497409326e-14,0.123476515,0.347375438,5.4470534813319884e-14,0.582978944,1.6698934800838574e-11,0.0845,0.09039999999999089,0.0227,0.582978944,0.633310486,0.608037113,0.349027262,0,0.802449409,6.472443991853426e-14,0.017130388,0
0.436649929,0.502017008,0.486375074,1.8474074074074075e-14,0.5731462925851704,3.0407070707070705e-13,0.0,0.163035692,0.163035692,0.163035692,0.206580316,0.164946901,0.6296296296296259,0.064939384,0.935060616,0.163999698,0.149925037,2.385065065065065e-14,5.596116116116116e-14,0.029516129,5.91457157784744e-13,0.847126349,0.514260198,0.558190308,0.115605146,9.774023834196891e-13,0.064704308,0.328188905,5.014738647830474e-13,0.917475622,6.615314465408805e-14,1.4065000000000001e-14,3.4458000000000356e-15,0.8270000000000001,0.917475622,0.635373868,0.537379065,0.017984055,0,0.7778896,1.2994052953156957e-13,0.059402854,0
0.5029006,0.568469254,0.55458001,0.3563563563563564,0.19438877755511022,1.4804511111111113e-11,0.11003138,0.188656188,0.188656188,0.188656188,0.237118276,0.189575958,0.73273273273273,0.169332164,0.830667836,0.188583063,0.44077961,4.4195445445445443e-13,6.694134134134134e-13,0.117903226,5.203573667711599e-13,0.806942132,0.795267821,0.771186178,0.029972158,9.404507772020726e-14,0.175155403,0.348452772,2.6415338042381435e-14,0.98799531,0.0,0.626,0.707999999999997,0.0777,0.98799531,0.648546626,0.607201513,0.035486146,0,0.816986397,8.086553767820857e-12,0.021063412,0
0.504996831,0.56737898,0.550564805,0.05865865865865866,0.020541082164328657,4.141828282828283e-13,0.221581132,0.2275926,0.2275926,0.2275926,0.242885506,0.198915418,0.6316316316316279,0.161350788,0.838649212,0.197971495,0.28185907,1.2776476476476476e-14,1.8595154154154153e-12,0.075322581,7.545402298850574e-14,0.820078401,0.527200828,0.762407646,0.134920808,4.699669430051813e-13,0.157733116,0.344587898,8.11512411705348e-13,0.932011969,0.0,0.982,0.06929999999999067,0.516,0.932011969,0.652886041,0.585099074,0.03230371,0,0.813875032,3.3721924643584865e-13,0.022292222,0
0.582411154,0.631432621,0.621874833,0.7267267267267268,0.0595190380761523,3.727646464646465e-13,0.204271687,0.231975054,0.231975054,0.231975054,0.256027229,0.222038111,9.811211211211311e-15,0.080599813,0.919400187,0.210459241,0.182908546,8.725475475475476e-14,4.043743743743744e-14,0.038548387,8.122938349007314e-13,0.841313809,0.540568916,0.53809771,0.157521542,1.3247432124352332e-12,0.065051095,0.353039509,1.5393955600403632e-13,0.749438702,3.812910901467505e-13,1.65746e-14,7.261000000000074e-15,1.35594e-14,0.749438702,0.680784513,0.597663579,0.018758981,0,0.835918647,1.1587698574338207e-13,0.047645004,0
0.504753083,0.549171391,0.561164945,1.441111111111111e-14,0.4849699398797595,1.8486666666666666e-13,0.0,0.175171716,0.175171716,0.175171716,0.218682046,0.173909769,0.6716716716716684,0.089548629,0.910451371,0.172830103,0.074962519,1.616186186186186e-14,0.9769769769769769,0.020645161,2.025933960292581e-12,0.856795466,0.512814333,0.529158008,0.120691174,1.4641269430051814e-12,0.044949954,0.359125414,4.1589979818365285e-13,0.463899263,1.0078285115303982e-12,2.9220300000000003e-14,1.892940000000019e-14,1.79462e-14,0.463899263,0.668523351,0.619133948,0.013131769,0,0.805578531,9.81419551934837e-14,0.042684014,0
0.510993029,0.547099869,0.555971947,1.1332132132132132e-14,0.19438877755511022,2.9396868686868687e-13,0.151128657,0.176309469,0.176309469,0.176309469,0.219722038,0.174512315,0.6816816816816784,0.14194153,0.85805847,0.173554031,0.100449775,2.9779879879879875e-14,1.2419019019019017e-14,0.02983871,5.380626959247649e-13,0.75269227,0.309310921,0.34110438,0.033471221,1.766954404145078e-13,0.1039151,0.348417668,2.1399848637739656e-13,0.692301956,1.2217228511530397e-12,1.3344400000000001e-14,2.5812000000000255e-15,0.371,0.692301956,0.639930781,0.600311853,0.047248182,0,0.803059813,6.311252545824911e-14,0.025829715,0
0.49144445,0.52567597,0.543765726,0.8978978978978979,0.0,2.808363636363636e-13,0.0,0.161223716,0.161223716,0.161223716,0.213482084,0.167808993,0.6106106106106067,0.190162348,0.809837652,0.16683508,0.139430285,4.1485185185185184e-14,1.3327727727727728e-14,0.050806452,8.508559038662488e-13,0.759153345,0.447904123,0.463014996,0.082729954,3.3876466321243523e-13,0.134104967,0.342166803,1.2571453077699293e-13,0.670898908,1.1684990566037736e-12,1.2270500000000001e-14,2.416500000000025e-15,0.629,0.670898908,0.617317176,0.573867969,0.045100742,0,0.790508073,7.211598778004146e-14,0.01833897,0
0.516452981,0.575283471,0.566946839,2.953993993993994e-14,1.422254509018036e-14,0.0,0.140196376,0.311491298,0.311491298,0.311491298,0.256594497,0.20855615,0.6566566566566532,0.052997551,0.947002449,0.207608778,0.127436282,2.1823223223223222e-14,5.505245245245245e-14,0.025806452,5.459043887147335e-13,0.850668075,0.460149757,0.482626421,0.363737995,5.27379481865285e-12,0.037531496,0.363124046,5.485600403632695e-13,0.641380943,0.0,1.46506e-14,4.504900000000045e-15,3.11497e-14,0.641380943,0.637837422,0.605103906,0.012005952,0,0.821891132,3.3073818737271216e-13,0.072670001,0
0.528396627,0.587167466,0.569248889,0.7307307307307307,0.07144288577154309,5.131828282828284e-13,0.244255491,0.200160128,0.200160128,0.200160128,0.260849012,0.218573473,0.9849849849849848,0.208634399,0.791365601,0.217623105,0.310344828,1.3407607607607609e-14,3.511012812812813e-12,0.11983871,1.6928004179728316e-14,0.830601298,0.785393937,0.989882816,0.110878808,2.825495336787565e-13,0.215783465,0.337814115,5.478156407669022e-13,0.992250823,0.0,1.4258200000000003e-14,1.6056000000000165e-15,0.455,0.992250823,0.677716739,0.545605687,0.034097751,0,0.822024988,8.253279022403344e-14,0.016366251,0
0.374201726,0.433329699,0.418705498,1.7675375375375375e-14,0.20741482965931862,8.334171717171718e-13,0.0,0.147949939,0.147949939,0.147949939,0.17055876,0.136476614,0.34334334334333677,0.201922786,0.798077214,0.135427193,0.226386807,1.0194394394394395e-14,2.2604064064064063e-13,0.07983871,5.832479623824451e-13,0.68698441,0.258956535,0.43815656,0.083714003,2.219516062176166e-13,0.20737915,0.352707148,4.562256306760848e-13,0.984534652,0.0,0.48400000000000004,0.2839999999999928,0.31,0.984534652,0.637887492,0.642802305,0.07373696,0,0.712524815,4.3483105906314087e-13,0.017040807,1
0.694730171,0.76837113,0.768349483,0.006396396396396396,0.1342685370741483,1.5961212121212122e-13,0.006275939,0.251148287,0.251148287,0.251148287,0.34471022,0.277397002,7.619619619619711e-16,0.063730084,0.936269916,0.273802881,0.242878561,0.7767767767767768,3.657537537537538e-14,0.045,8.752001044932078e-13,0.866079586,0.257629019,0.611373794,0.083569081,7.642056994818653e-13,0.059786475,0.361054418,3.0181369323915237e-12,0.862432709,1.2485335429769392e-13,1.14298e-14,0.4589999999999945,0.454,0.862432709,0.612883071,0.608249078,0.015150204,0,0.910791662,3.160267820773963e-13,0.060542287,0
0.561497587,0.642280855,0.626693078,1.9874674674674674e-14,1.4205511022044089e-14,3.545808080808081e-13,0.0,0.199359488,0.199359488,0.199359488,0.254703602,0.204112375,1.4209209209209368e-15,0.09867884,0.90132116,0.200324259,0.1994003,1.1246346346346346e-14,8.009486486486487e-13,0.04016129,5.760679205851619e-14,0.932042276,0.850943859,0.935077484,0.281591957,1.8105693264248705e-12,0.085231861,0.347985141,6.976603430877901e-13,0.809691309,1.9345398322851152e-13,2.29631e-14,1.1391400000000113e-14,1.89792e-14,0.809691309,0.686951772,0.588329068,0.014123533,0,0.848451741,1.24423421588596e-13,0.03852012,0
0.575391215,0.609572612,0.630387066,2.771111111111111e-14,0.10420841683366733,2.697242424242424e-13,0.099200324,0.205764612,0.205764612,0.205764612,0.247140021,0.198312872,0.6126126126126087,0.04897663,0.95102337,0.197338059,0.070464768,7.941291291291292e-14,0.9469469469469469,0.018387097,5.131890491118077e-12,0.740054943,0.096712589,0.097990167,0.038963784,4.890043523316062e-13,0.043433151,0.410501891,6.063945509586277e-14,0.800635573,9.662309224318659e-13,0.457,0.506999999999995,0.5850000000000001,0.800635573,0.646763303,0.681799854,0.065994536,0,0.842878178,8.841804989816793e-12,0.07846273,0
0.494954419,0.523822503,0.539001017,4.72038038038038e-14,5.340240480961924e-14,0.0,0.0,0.166996755,0.166996755,0.166996755,0.212725726,0.16878813,0.7397397397397371,0.075127732,0.924872268,0.167853103,0.184407796,1.1781881881881883e-14,3.21378978978979e-13,0.03483871,4.6860710553814e-14,0.928647962,0.833174473,0.908580689,0.463574887,3.139296165803109e-12,0.080901186,0.36304145,6.767081735620585e-13,1.0,0.0,2.05054e-14,9.299500000000092e-15,2.89209e-14,1.0,0.689656443,0.620547528,0.01379097,0,0.792139103,1.1983910386965496e-14,0.051219177,0
0.43196997,0.48964239,0.472830451,1.3681881881881882e-14,0.5320641282565131,7.172434343434344e-13,0.0,0.164931946,0.164931946,0.164931946,0.196274936,0.158544852,7.123223223223294e-15,0.199685582,0.800314418,0.157559762,0.266866567,1.423003003003003e-14,1.169958958958959e-13,0.066612903,4.924258098223615e-13,0.807611605,0.733370822,0.87832862,0.037604862,9.973844559585492e-14,0.207303475,0.328693457,4.2198476286579216e-13,0.995212349,0.30083857442348005,1.7895300000000002e-14,5.312700000000052e-15,0.214,0.995212349,0.63903549,0.487886367,0.036913325,0,0.77698527,3.1725906313645946e-13,0.017277479,0
0.50967679,0.512265591,0.546710209,2.2953653653653653e-14,1.3490981963927855e-14,2.7477474747474746e-13,0.0,0.149930471,0.149930471,0.149930471,0.205162144,0.162913309,0.545545545545541,0.205187895,0.794812105,0.161910866,0.056971514,1.0882982982982984e-14,0.4544544544544545,0.028387097,2.3475194357366773e-12,0.676444066,0.096651829,0.168356216,0.010755429,4.331823834196891e-14,0.136352212,0.348518545,2.762470232088799e-13,0.632267884,4.237426939203354e-12,1.06977e-14,0.6289999999999962,0.194,0.632267884,0.644935396,0.616438981,0.123408331,0,0.780253037,3.995143584521426e-13,0.016708069,0
0.499341881,0.550207152,0.548369827,3.7654254254254256e-14,1.8764829659318637e-14,8.96049494949495e-13,0.070047576,0.176225191,0.176225191,0.176225191,0.21896568,0.174060405,3.1608608608608923e-15,0.092209088,0.907790912,0.172830103,0.190404798,0.6156156156156156,4.535955955955956e-14,0.038225806,1.3730459770114942e-13,0.850612151,0.455399089,0.668436287,0.07273412,4.2137088082901556e-13,0.094648007,0.32693659,1.217603935418769e-12,0.961739634,0.0,1.76746e-14,2.2109000000000218e-15,0.536,0.961739634,0.658796066,0.522898881,0.022029269,0,0.804614965,2.354663951120187e-14,0.041389468,0
0.492370692,0.557130397,0.535628246,1.4723723723723724e-14,0.43887775551102204,1.5153030303030305e-13,0.305496508,0.175930218,0.175930218,0.175930218,0.220005673,0.178428862,0.6896896896896866,0.078120749,0.921879251,0.176849408,0.098950525,1.5415915915915915e-14,1.0540990990990992e-13,0.023709677,3.3801452455590385e-13,0.806416636,0.336250054,0.392605964,0.08079209,7.423444559585493e-13,0.059499646,0.358256178,5.862001009081736e-13,0.705630901,3.9785419287211743e-13,1.57821e-14,3.94090000000004e-15,0.907,0.705630901,0.651798723,0.610231327,0.023495859,0,0.810701964,1.338876782077407e-13,0.049209922,0
0.509920538,0.563290449,0.553669897,0.08528528528528528,0.17334669338677355,3.283161616161616e-13,0.244964065,0.222788757,0.222788757,0.222788757,0.236078283,0.193040597,0.6156156156156117,0.130060163,0.869939837,0.191984013,0.169415292,1.8112712712712713e-14,5.043323323323323e-14,0.043064516,7.396182863113898e-13,0.798289038,0.406013068,0.50411161,0.037186539,1.9833284974093265e-13,0.102849672,0.348125969,5.559608476286579e-13,0.747098611,5.953491614255765e-13,1.0868200000000001e-14,0.9069999999999989,0.234,0.747098611,0.633091312,0.596171128,0.031753364,0,0.813749611,3.0093177189409677e-13,0.028503257,0
0.484863257,0.54944396,0.55511537,8.415185185185185e-14,8.150721442885771e-14,7.526010101010101e-13,0.0,0.16476339,0.16476339,0.16476339,0.215656613,0.165022219,1.8623623623623814e-15,0.124860175,0.875139825,0.165100671,0.026986507,0.12812812812812813,0.21921921921921922,0.014193548,4.191872204806688e-12,0.802238263,0.245284488,0.353807205,0.036126487,3.774340932642487e-13,0.052270586,0.331805909,1.123843087790111e-12,0.389049936,2.3941342767295596e-12,6.7002e-14,3.713640000000037e-14,1.77947e-14,0.389049936,0.654451078,0.528630337,0.022877807,0,0.799337779,4.646771894093734e-14,0.029829253,0
0.60800468,0.659779765,0.653193426,2.0268268268268267e-14,0.6703406813627254,6.697636363636364e-13,0.150217633,0.167081033,0.167081033,0.167081033,0.243169141,0.196655871,0.8608608608608594,0.095534662,0.904465338,0.195731845,0.202398801,0.3903903903903904,1.4334834834834836e-13,0.043064516,4.2308547544409616e-13,0.846514098,0.296194058,0.669232686,0.037037332,2.0418238341968912e-13,0.099486787,0.338531846,1.923877396569122e-12,0.97725597,0.0,1.4093400000000001e-14,0.604999999999996,0.222,0.97725597,0.5960585,0.557900877,0.02313765,0,0.861433256,4.3868635437882306e-15,0.039864014,0
0.496173158,0.56023768,0.548369827,0.96996996996997,0.5430861723446894,7.657333333333333e-13,0.023787833,0.249841979,0.249841979,0.249841979,0.233998298,0.185132183,0.6336336336336299,0.079057956,0.920942044,0.184156549,0.143928036,1.377107107107107e-14,7.822442442442443e-14,0.030967742,5.437404388714733e-13,0.801874069,0.347035344,0.452220371,0.09621455,6.35960310880829e-13,0.082897113,0.335220728,7.16600706357215e-13,0.976020734,0.0,1.1726e-14,0.9279999999999992,0.72,0.976020734,0.61975806,0.550303868,0.028485764,0,0.811693852,2.5308752545825106e-12,0.048606702,0
0.515185492,0.563563018,0.563681139,5.712372372372372e-14,4.894519038076152e-14,2.949787878787879e-13,0.119040389,0.17993342,0.17993342,0.17993342,0.229460149,0.180989681,0.6276276276276239,0.134443873,0.865556127,0.180031672,0.052473763,0.5085085085085085,2.438358358358358e-14,0.019677419,4.696152560083595e-13,0.81716059,0.36490172,0.44094168,0.211587045,1.8575116062176165e-12,0.062296538,0.347394905,7.26086175580222e-13,0.432739876,1.8930945492662473e-12,3.36943e-14,1.8368900000000184e-14,4.3139200000000005e-14,0.432739876,0.619627396,0.594014945,0.021918072,0,0.817518111,1.3347871690427836e-13,0.027460986,0
0.506069322,0.573157436,0.549975909,1.492042042042042e-14,0.4408817635270541,2.2325454545454546e-13,0.220062759,0.188529771,0.188529771,0.188529771,0.226245627,0.184755592,0.6276276276276239,0.074644012,0.925355988,0.18383229,0.061469265,1.2872072072072072e-14,5.505245245245245e-14,0.018064516,6.289163009404388e-13,0.85180335,0.572775086,0.579027742,0.091240692,7.57978652849741e-13,0.065859254,0.368686029,2.2784339051463173e-13,0.817240155,0.0,3.78056e-14,2.8061600000000276e-14,1.588e-14,0.817240155,0.647265349,0.634233362,0.017646359,0,0.821210286,1.5744928716904437e-13,0.051562691,0
0.53946278,0.594635848,0.588628942,1.4573173173173174e-14,0.5881763527054108,1.858767676767677e-13,0.091608462,0.230710884,0.230710884,0.230710884,0.242696417,0.195074188,5.887887887887964e-16,0.054630106,0.945369894,0.193839077,0.124437781,0.9429429429429429,2.779129129129129e-14,0.026612903,6.525409613375131e-13,0.861549073,0.489993539,0.571393467,0.354931561,3.6858960621761665e-12,0.052589387,0.381061743,9.5866034308779e-13,0.876598492,1.2294538784067087e-13,2.18905e-14,9.20930000000009e-15,3.72557e-14,0.876598492,0.760370737,0.639552877,0.014245188,0,0.826888452,1.3082780040733332e-13,0.070539504,0
0.559596354,0.602594854,0.602012956,1.6726226226226226e-14,0.3577154308617234,1.0809161616161618e-12,0.219050511,0.194049977,0.194049977,0.194049977,0.240805521,0.196731189,0.6776776776776744,0.071620764,0.928379236,0.195814795,0.133433283,0.8458458458458459,1.8628428428428427e-14,0.028387097,4.203280041797284e-13,0.83305134,0.361509132,0.491496274,0.026901495,2.451154404145078e-13,0.060004782,0.384891003,1.197434106962664e-12,0.774068949,0.0,1.44819e-14,8.9670000000001e-16,0.224,0.774068949,0.652566259,0.670280771,0.01893566,0,0.836997551,1.1544114052953275e-13,0.053801409,0
